id,gold,variant,pred,correct,question
127,no,original,no,True,is gdp per capita the same as average income
127,no,distractor,no,True,is gdp per capita the same as average income
127,no,frame_a,no,True,is gdp per capita the same as average income
127,no,frame_b,no,True,is gdp per capita the same as average income
128,no,original,no,True,is nitric oxide and nitrous oxide the same
128,no,distractor,no,True,is nitric oxide and nitrous oxide the same
128,no,frame_a,no,True,is nitric oxide and nitrous oxide the same
128,no,frame_b,no,True,is nitric oxide and nitrous oxide the same
129,yes,original,yes,True,is song of songs in the old testament
129,yes,distractor,yes,True,is song of songs in the old testament
129,yes,frame_a,yes,True,is song of songs in the old testament
129,yes,frame_b,yes,True,is song of songs in the old testament
130,yes,original,yes,True,is sway bar the same as stabilizer bar
130,yes,distractor,yes,True,is sway bar the same as stabilizer bar
130,yes,frame_a,yes,True,is sway bar the same as stabilizer bar
130,yes,frame_b,yes,True,is sway bar the same as stabilizer bar
131,yes,original,yes,True,is a dachshund the same as a sausage dog
131,yes,distractor,yes,True,is a dachshund the same as a sausage dog
131,yes,frame_a,yes,True,is a dachshund the same as a sausage dog
131,yes,frame_b,yes,True,is a dachshund the same as a sausage dog
132,yes,original,yes,True,does dying light enhanced edition come with the base game
132,yes,distractor,yes,True,does dying light enhanced edition come with the base game
132,yes,frame_a,yes,True,does dying light enhanced edition come with the base game
132,yes,frame_b,yes,True,does dying light enhanced edition come with the base game
133,no,original,no,True,does ethanol take more energy make that produces
133,no,distractor,yes,False,does ethanol take more energy make that produces
133,no,frame_a,no,True,does ethanol take more energy make that produces
133,no,frame_b,no,True,does ethanol take more energy make that produces
134,yes,original,yes,True,has anyone ever hit a hole-in-one on a par 5
134,yes,distractor,yes,True,has anyone ever hit a hole-in-one on a par 5
134,yes,frame_a,yes,True,has anyone ever hit a hole-in-one on a par 5
134,yes,frame_b,yes,True,has anyone ever hit a hole-in-one on a par 5
135,no,original,no,True,is the big dipper the same as ursa major
135,no,distractor,no,True,is the big dipper the same as ursa major
135,no,frame_a,no,True,is the big dipper the same as ursa major
135,no,frame_b,no,True,is the big dipper the same as ursa major
136,no,original,no,True,do you have to have a license to own a tv in england
136,no,distractor,no,True,do you have to have a license to own a tv in england
136,no,frame_a,no,True,do you have to have a license to own a tv in england
136,no,frame_b,no,True,do you have to have a license to own a tv in england
137,yes,original,yes,True,can the world cup final be decided on penalties
137,yes,distractor,yes,True,can the world cup final be decided on penalties
137,yes,frame_a,yes,True,can the world cup final be decided on penalties
137,yes,frame_b,yes,True,can the world cup final be decided on penalties
138,no,original,no,True,is a dodge dakota a half ton truck
138,no,distractor,no,True,is a dodge dakota a half ton truck
138,no,frame_a,no,True,is a dodge dakota a half ton truck
138,no,frame_b,no,True,is a dodge dakota a half ton truck
139,no,original,no,True,are greenwich village and the west village the same
139,no,distractor,no,True,are greenwich village and the west village the same
139,no,frame_a,no,True,are greenwich village and the west village the same
139,no,frame_b,no,True,are greenwich village and the west village the same
140,no,original,no,True,does the girl die in brain on fire
140,no,distractor,no,True,does the girl die in brain on fire
140,no,frame_a,no,True,does the girl die in brain on fire
140,no,frame_b,no,True,does the girl die in brain on fire
141,no,original,no,True,are liquor stores in oklahoma open on 4th of july
141,no,distractor,no,True,are liquor stores in oklahoma open on 4th of july
141,no,frame_a,no,True,are liquor stores in oklahoma open on 4th of july
141,no,frame_b,no,True,are liquor stores in oklahoma open on 4th of july
142,no,original,no,True,are stroke volume and ejection fraction the same
142,no,distractor,no,True,are stroke volume and ejection fraction the same
142,no,frame_a,no,True,are stroke volume and ejection fraction the same
142,no,frame_b,no,True,are stroke volume and ejection fraction the same
143,yes,original,yes,True,is there more than 9 seasons of heartland
143,yes,distractor,yes,True,is there more than 9 seasons of heartland
143,yes,frame_a,yes,True,is there more than 9 seasons of heartland
143,yes,frame_b,yes,True,is there more than 9 seasons of heartland
144,no,original,no,True,is a porpoise and a dolphin the same animal
144,no,distractor,no,True,is a porpoise and a dolphin the same animal
144,no,frame_a,no,True,is a porpoise and a dolphin the same animal
144,no,frame_b,no,True,is a porpoise and a dolphin the same animal
145,yes,original,yes,True,will there be a season 5 the 100
145,yes,distractor,yes,True,will there be a season 5 the 100
145,yes,frame_a,yes,True,will there be a season 5 the 100
145,yes,frame_b,yes,True,will there be a season 5 the 100
146,yes,original,yes,True,are pork back ribs same as baby back
146,yes,distractor,yes,True,are pork back ribs same as baby back
146,yes,frame_a,yes,True,are pork back ribs same as baby back
146,yes,frame_b,yes,True,are pork back ribs same as baby back
147,yes,original,yes,True,is visa delta the same as visa debit
147,yes,distractor,yes,True,is visa delta the same as visa debit
147,yes,frame_a,yes,True,is visa delta the same as visa debit
147,yes,frame_b,yes,True,is visa delta the same as visa debit
148,no,original,no,True,is pokemon lets go eevee a spin off
148,no,distractor,no,True,is pokemon lets go eevee a spin off
148,no,frame_a,no,True,is pokemon lets go eevee a spin off
148,no,frame_b,no,True,is pokemon lets go eevee a spin off
149,yes,original,yes,True,can you feel pain from a broken heart
149,yes,distractor,yes,True,can you feel pain from a broken heart
149,yes,frame_a,yes,True,can you feel pain from a broken heart
149,yes,frame_b,yes,True,can you feel pain from a broken heart
150,no,original,no,True,are walgreens and rite aid owned by the same company
150,no,distractor,no,True,are walgreens and rite aid owned by the same company
150,no,frame_a,no,True,are walgreens and rite aid owned by the same company
150,no,frame_b,no,True,are walgreens and rite aid owned by the same company
151,no,original,no,True,is all of australia in the same time zone
151,no,distractor,no,True,is all of australia in the same time zone
151,no,frame_a,no,True,is all of australia in the same time zone
151,no,frame_b,no,True,is all of australia in the same time zone
152,yes,original,yes,True,are there any games that are cross platform
152,yes,distractor,yes,True,are there any games that are cross platform
152,yes,frame_a,yes,True,are there any games that are cross platform
152,yes,frame_b,yes,True,are there any games that are cross platform
153,yes,original,yes,True,has anyone ever ran a 4 minute mile
153,yes,distractor,yes,True,has anyone ever ran a 4 minute mile
153,yes,frame_a,yes,True,has anyone ever ran a 4 minute mile
153,yes,frame_b,yes,True,has anyone ever ran a 4 minute mile
154,yes,original,yes,True,does a flagrant foul count as a personal foul
154,yes,distractor,yes,True,does a flagrant foul count as a personal foul
154,yes,frame_a,yes,True,does a flagrant foul count as a personal foul
154,yes,frame_b,yes,True,does a flagrant foul count as a personal foul
155,yes,original,yes,True,does fred from first dates have a partner
155,yes,distractor,yes,True,does fred from first dates have a partner
155,yes,frame_a,yes,True,does fred from first dates have a partner
155,yes,frame_b,yes,True,does fred from first dates have a partner
156,no,original,no,True,does a sim free phone lock to a network
156,no,distractor,no,True,does a sim free phone lock to a network
156,no,frame_a,no,True,does a sim free phone lock to a network
156,no,frame_b,no,True,does a sim free phone lock to a network
157,yes,original,yes,True,is it possible to have thunder without rain
157,yes,distractor,yes,True,is it possible to have thunder without rain
157,yes,frame_a,yes,True,is it possible to have thunder without rain
157,yes,frame_b,yes,True,is it possible to have thunder without rain
158,yes,original,yes,True,is a dogfish part of the shark family
158,yes,distractor,yes,True,is a dogfish part of the shark family
158,yes,frame_a,yes,True,is a dogfish part of the shark family
158,yes,frame_b,yes,True,is a dogfish part of the shark family
159,no,original,no,True,is fort walton beach the same as destin
159,no,distractor,no,True,is fort walton beach the same as destin
159,no,frame_a,no,True,is fort walton beach the same as destin
159,no,frame_b,no,True,is fort walton beach the same as destin
160,no,original,no,True,are there any ww1 veterans still alive 2018
160,no,distractor,no,True,are there any ww1 veterans still alive 2018
160,no,frame_a,no,True,are there any ww1 veterans still alive 2018
160,no,frame_b,no,True,are there any ww1 veterans still alive 2018
161,yes,original,no,False,is split phase the same as single phase
161,yes,distractor,no,False,is split phase the same as single phase
161,yes,frame_a,no,False,is split phase the same as single phase
161,yes,frame_b,no,False,is split phase the same as single phase
162,yes,original,yes,True,is there a 3rd season of berlin station
162,yes,distractor,yes,True,is there a 3rd season of berlin station
162,yes,frame_a,yes,True,is there a 3rd season of berlin station
162,yes,frame_b,yes,True,is there a 3rd season of berlin station
163,no,original,yes,False,does the world cup trophy have a name
163,no,distractor,yes,False,does the world cup trophy have a name
163,no,frame_a,yes,False,does the world cup trophy have a name
163,no,frame_b,yes,False,does the world cup trophy have a name
164,yes,original,yes,True,can a civilian own a fn five seven
164,yes,distractor,yes,True,can a civilian own a fn five seven
164,yes,frame_a,yes,True,can a civilian own a fn five seven
164,yes,frame_b,yes,True,can a civilian own a fn five seven
165,no,original,no,True,is the prostate part of the endocrine system
165,no,distractor,no,True,is the prostate part of the endocrine system
165,no,frame_a,no,True,is the prostate part of the endocrine system
165,no,frame_b,no,True,is the prostate part of the endocrine system
166,yes,original,yes,True,is there more than one type of mono
166,yes,distractor,no,False,is there more than one type of mono
166,yes,frame_a,yes,True,is there more than one type of mono
166,yes,frame_b,yes,True,is there more than one type of mono
167,no,original,no,True,do you need a license for airsoft guns uk
167,no,distractor,no,True,do you need a license for airsoft guns uk
167,no,frame_a,no,True,do you need a license for airsoft guns uk
167,no,frame_b,no,True,do you need a license for airsoft guns uk
168,yes,original,no,False,is an engine speed sensor the same as a crankshaft sensor
168,yes,distractor,no,False,is an engine speed sensor the same as a crankshaft sensor
168,yes,frame_a,yes,True,is an engine speed sensor the same as a crankshaft sensor
168,yes,frame_b,no,False,is an engine speed sensor the same as a crankshaft sensor
169,no,original,no,True,is there a national park in all 50 states
169,no,distractor,no,True,is there a national park in all 50 states
169,no,frame_a,no,True,is there a national park in all 50 states
169,no,frame_b,no,True,is there a national park in all 50 states
170,no,original,no,True,are black widow and red back spiders the same
170,no,distractor,no,True,are black widow and red back spiders the same
170,no,frame_a,no,True,are black widow and red back spiders the same
170,no,frame_b,no,True,are black widow and red back spiders the same
171,no,original,no,True,can you grow banana trees from a banana
171,no,distractor,no,True,can you grow banana trees from a banana
171,no,frame_a,no,True,can you grow banana trees from a banana
171,no,frame_b,no,True,can you grow banana trees from a banana
172,no,original,no,True,does the winner of the british open get to keep the jug
172,no,distractor,no,True,does the winner of the british open get to keep the jug
172,no,frame_a,no,True,does the winner of the british open get to keep the jug
172,no,frame_b,no,True,does the winner of the british open get to keep the jug
173,no,original,no,True,is a lion part of the dog family
173,no,distractor,no,True,is a lion part of the dog family
173,no,frame_a,no,True,is a lion part of the dog family
173,no,frame_b,no,True,is a lion part of the dog family
174,no,original,no,True,was the united states in the world cup this year
174,no,distractor,unknown,False,was the united states in the world cup this year
174,no,frame_a,unknown,False,was the united states in the world cup this year
174,no,frame_b,no,True,was the united states in the world cup this year
175,yes,original,yes,True,does the government give subsidies to oil companies
175,yes,distractor,yes,True,does the government give subsidies to oil companies
175,yes,frame_a,yes,True,does the government give subsidies to oil companies
175,yes,frame_b,yes,True,does the government give subsidies to oil companies
176,yes,original,yes,True,is the terminal based on a real story
176,yes,distractor,yes,True,is the terminal based on a real story
176,yes,frame_a,yes,True,is the terminal based on a real story
176,yes,frame_b,yes,True,is the terminal based on a real story
177,yes,original,yes,True,is a turkey vulture and a buzzard the same thing
177,yes,distractor,yes,True,is a turkey vulture and a buzzard the same thing
177,yes,frame_a,yes,True,is a turkey vulture and a buzzard the same thing
177,yes,frame_b,yes,True,is a turkey vulture and a buzzard the same thing
178,no,original,no,True,is father's day the same day every year
178,no,distractor,no,True,is father's day the same day every year
178,no,frame_a,no,True,is father's day the same day every year
178,no,frame_b,no,True,is father's day the same day every year
179,no,original,no,True,will there be any more tinker bell movies
179,no,distractor,no,True,will there be any more tinker bell movies
179,no,frame_a,no,True,will there be any more tinker bell movies
179,no,frame_b,no,True,will there be any more tinker bell movies
180,no,original,no,True,can you really hear the ocean in a seashell
180,no,distractor,yes,False,can you really hear the ocean in a seashell
180,no,frame_a,no,True,can you really hear the ocean in a seashell
180,no,frame_b,no,True,can you really hear the ocean in a seashell
181,yes,original,yes,True,is there a new kung fu panda coming out
181,yes,distractor,yes,True,is there a new kung fu panda coming out
181,yes,frame_a,yes,True,is there a new kung fu panda coming out
181,yes,frame_b,yes,True,is there a new kung fu panda coming out
182,no,original,no,True,is there such a place as garrison colorado
182,no,distractor,no,True,is there such a place as garrison colorado
182,no,frame_a,no,True,is there such a place as garrison colorado
182,no,frame_b,no,True,is there such a place as garrison colorado
183,yes,original,yes,True,are the marvel tv shows in the mcu
183,yes,distractor,yes,True,are the marvel tv shows in the mcu
183,yes,frame_a,yes,True,are the marvel tv shows in the mcu
183,yes,frame_b,yes,True,are the marvel tv shows in the mcu
184,no,original,no,True,is mycosis fungoides caused by a fungal infection
184,no,distractor,no,True,is mycosis fungoides caused by a fungal infection
184,no,frame_a,no,True,is mycosis fungoides caused by a fungal infection
184,no,frame_b,no,True,is mycosis fungoides caused by a fungal infection
185,no,original,no,True,is there an official release date for the last airbender 2
185,no,distractor,no,True,is there an official release date for the last airbender 2
185,no,frame_a,no,True,is there an official release date for the last airbender 2
185,no,frame_b,no,True,is there an official release date for the last airbender 2
186,no,original,no,True,is a veteran someone who went to war
186,no,distractor,no,True,is a veteran someone who went to war
186,no,frame_a,no,True,is a veteran someone who went to war
186,no,frame_b,no,True,is a veteran someone who went to war
187,no,original,no,True,does christina yang die in season 10 episode 24
187,no,distractor,no,True,does christina yang die in season 10 episode 24
187,no,frame_a,no,True,does christina yang die in season 10 episode 24
187,no,frame_b,no,True,does christina yang die in season 10 episode 24
188,yes,original,no,False,will there be another season of the affiar
188,yes,distractor,no,False,will there be another season of the affiar
188,yes,frame_a,no,False,will there be another season of the affiar
188,yes,frame_b,no,False,will there be another season of the affiar
189,no,original,no,True,is there a monthly fee for google voice
189,no,distractor,no,True,is there a monthly fee for google voice
189,no,frame_a,no,True,is there a monthly fee for google voice
189,no,frame_b,no,True,is there a monthly fee for google voice
190,yes,original,yes,True,will there be a series 5 of brokenwood mysteries
190,yes,distractor,yes,True,will there be a series 5 of brokenwood mysteries
190,yes,frame_a,yes,True,will there be a series 5 of brokenwood mysteries
190,yes,frame_b,yes,True,will there be a series 5 of brokenwood mysteries
191,no,original,no,True,is the tv series star crossed based on a book
191,no,distractor,no,True,is the tv series star crossed based on a book
191,no,frame_a,no,True,is the tv series star crossed based on a book
191,no,frame_b,no,True,is the tv series star crossed based on a book
192,no,original,yes,False,has sweden ever been in a world cup final
192,no,distractor,yes,False,has sweden ever been in a world cup final
192,no,frame_a,yes,False,has sweden ever been in a world cup final
192,no,frame_b,yes,False,has sweden ever been in a world cup final
193,no,original,no,True,does britain have the right to bear arms
193,no,distractor,no,True,does britain have the right to bear arms
193,no,frame_a,no,True,does britain have the right to bear arms
193,no,frame_b,no,True,does britain have the right to bear arms
194,yes,original,yes,True,will the next step have a season 6
194,yes,distractor,yes,True,will the next step have a season 6
194,yes,frame_a,yes,True,will the next step have a season 6
194,yes,frame_b,yes,True,will the next step have a season 6
195,yes,original,yes,True,has the amazing race ever gone to israel
195,yes,distractor,yes,True,has the amazing race ever gone to israel
195,yes,frame_a,yes,True,has the amazing race ever gone to israel
195,yes,frame_b,yes,True,has the amazing race ever gone to israel
196,no,original,no,True,are corn chips and tortilla chips the same
196,no,distractor,no,True,are corn chips and tortilla chips the same
196,no,frame_a,no,True,are corn chips and tortilla chips the same
196,no,frame_b,no,True,are corn chips and tortilla chips the same
197,no,original,no,True,are there any states where you can marry your sibling
197,no,distractor,no,True,are there any states where you can marry your sibling
197,no,frame_a,no,True,are there any states where you can marry your sibling
197,no,frame_b,no,True,are there any states where you can marry your sibling
198,no,original,no,True,can a person have dual citizenship in india
198,no,distractor,no,True,can a person have dual citizenship in india
198,no,frame_a,no,True,can a person have dual citizenship in india
198,no,frame_b,no,True,can a person have dual citizenship in india
199,no,original,no,True,will being flat footed keep you out of the military
199,no,distractor,no,True,will being flat footed keep you out of the military
199,no,frame_a,no,True,will being flat footed keep you out of the military
199,no,frame_b,no,True,will being flat footed keep you out of the military
200,yes,original,yes,True,do female and male blue jays look the same
200,yes,distractor,no,False,do female and male blue jays look the same
200,yes,frame_a,yes,True,do female and male blue jays look the same
200,yes,frame_b,yes,True,do female and male blue jays look the same
201,no,original,no,True,are all xbox games compatible with xbox one
201,no,distractor,no,True,are all xbox games compatible with xbox one
201,no,frame_a,no,True,are all xbox games compatible with xbox one
201,no,frame_b,no,True,are all xbox games compatible with xbox one
202,no,original,no,True,is the tv show taken still on the air
202,no,distractor,no,True,is the tv show taken still on the air
202,no,frame_a,no,True,is the tv show taken still on the air
202,no,frame_b,no,True,is the tv show taken still on the air
203,yes,original,no,False,is a dame the same as a knight
203,yes,distractor,no,False,is a dame the same as a knight
203,yes,frame_a,no,False,is a dame the same as a knight
203,yes,frame_b,no,False,is a dame the same as a knight
204,no,original,no,True,is there a third clash of the titans
204,no,distractor,yes,False,is there a third clash of the titans
204,no,frame_a,no,True,is there a third clash of the titans
204,no,frame_b,no,True,is there a third clash of the titans
205,no,original,no,True,is pyruvic acid and pyruvate the same thing
205,no,distractor,no,True,is pyruvic acid and pyruvate the same thing
205,no,frame_a,no,True,is pyruvic acid and pyruvate the same thing
205,no,frame_b,no,True,is pyruvic acid and pyruvate the same thing
206,no,original,no,True,does the united states have a fixed exchange rate
206,no,distractor,no,True,does the united states have a fixed exchange rate
206,no,frame_a,no,True,does the united states have a fixed exchange rate
206,no,frame_b,no,True,does the united states have a fixed exchange rate
207,no,original,no,True,is extended release the same as sustained release
207,no,distractor,no,True,is extended release the same as sustained release
207,no,frame_a,no,True,is extended release the same as sustained release
207,no,frame_b,no,True,is extended release the same as sustained release
208,yes,original,yes,True,is red velvet cake chocolate cake with red dye
208,yes,distractor,yes,True,is red velvet cake chocolate cake with red dye
208,yes,frame_a,yes,True,is red velvet cake chocolate cake with red dye
208,yes,frame_b,yes,True,is red velvet cake chocolate cake with red dye
209,no,original,no,True,did kristen bell sing all the voices of anna
209,no,distractor,no,True,did kristen bell sing all the voices of anna
209,no,frame_a,no,True,did kristen bell sing all the voices of anna
209,no,frame_b,no,True,did kristen bell sing all the voices of anna
210,no,original,yes,False,is there such a thing as x ray glasses
210,no,distractor,yes,False,is there such a thing as x ray glasses
210,no,frame_a,yes,False,is there such a thing as x ray glasses
210,no,frame_b,yes,False,is there such a thing as x ray glasses
211,no,original,no,True,was the movie insomnia based on a book
211,no,distractor,yes,False,was the movie insomnia based on a book
211,no,frame_a,unknown,False,was the movie insomnia based on a book
211,no,frame_b,no,True,was the movie insomnia based on a book
212,no,original,no,True,is there a tiebreaker in final set at wimbledon
212,no,distractor,no,True,is there a tiebreaker in final set at wimbledon
212,no,frame_a,no,True,is there a tiebreaker in final set at wimbledon
212,no,frame_b,no,True,is there a tiebreaker in final set at wimbledon
213,yes,original,yes,True,can you have more than 2 sets of teeth
213,yes,distractor,yes,True,can you have more than 2 sets of teeth
213,yes,frame_a,yes,True,can you have more than 2 sets of teeth
213,yes,frame_b,yes,True,can you have more than 2 sets of teeth
214,yes,original,no,False,can humans catch ear mites from a cat
214,yes,distractor,no,False,can humans catch ear mites from a cat
214,yes,frame_a,no,False,can humans catch ear mites from a cat
214,yes,frame_b,no,False,can humans catch ear mites from a cat
215,yes,original,yes,True,does her dad die in the last song
215,yes,distractor,yes,True,does her dad die in the last song
215,yes,frame_a,yes,True,does her dad die in the last song
215,yes,frame_b,yes,True,does her dad die in the last song
216,yes,original,yes,True,does daniel come back to life in once upon a time
216,yes,distractor,yes,True,does daniel come back to life in once upon a time
216,yes,frame_a,yes,True,does daniel come back to life in once upon a time
216,yes,frame_b,yes,True,does daniel come back to life in once upon a time
217,yes,original,yes,True,is there a town under caesar's creek
217,yes,distractor,yes,True,is there a town under caesar's creek
217,yes,frame_a,yes,True,is there a town under caesar's creek
217,yes,frame_b,yes,True,is there a town under caesar's creek
218,yes,original,no,False,can pipelining help latency of a single task
218,yes,distractor,no,False,can pipelining help latency of a single task
218,yes,frame_a,no,False,can pipelining help latency of a single task
218,yes,frame_b,no,False,can pipelining help latency of a single task
219,yes,original,yes,True,is flexor pollicis longus in the carpal tunnel
219,yes,distractor,yes,True,is flexor pollicis longus in the carpal tunnel
219,yes,frame_a,yes,True,is flexor pollicis longus in the carpal tunnel
219,yes,frame_b,yes,True,is flexor pollicis longus in the carpal tunnel
220,no,original,no,True,is universal music group part of universal studios
220,no,distractor,no,True,is universal music group part of universal studios
220,no,frame_a,no,True,is universal music group part of universal studios
220,no,frame_b,no,True,is universal music group part of universal studios
221,yes,original,no,False,does everyone do their own singing in mamma mia
221,yes,distractor,no,False,does everyone do their own singing in mamma mia
221,yes,frame_a,no,False,does everyone do their own singing in mamma mia
221,yes,frame_b,no,False,does everyone do their own singing in mamma mia
222,yes,original,yes,True,does the size of a rain gauge matter
222,yes,distractor,yes,True,does the size of a rain gauge matter
222,yes,frame_a,yes,True,does the size of a rain gauge matter
222,yes,frame_b,yes,True,does the size of a rain gauge matter
223,yes,original,yes,True,is we bought a zoo a true story
223,yes,distractor,yes,True,is we bought a zoo a true story
223,yes,frame_a,yes,True,is we bought a zoo a true story
223,yes,frame_b,yes,True,is we bought a zoo a true story
224,no,original,no,True,is nba playoffs 2-3-2
224,no,distractor,no,True,is nba playoffs 2-3-2
224,no,frame_a,no,True,is nba playoffs 2-3-2
224,no,frame_b,no,True,is nba playoffs 2-3-2
225,no,original,no,True,is the outcasts based on a true story
225,no,distractor,no,True,is the outcasts based on a true story
225,no,frame_a,no,True,is the outcasts based on a true story
225,no,frame_b,no,True,is the outcasts based on a true story
226,no,original,no,True,does taiwan have a seat in the un
226,no,distractor,no,True,does taiwan have a seat in the un
226,no,frame_a,no,True,does taiwan have a seat in the un
226,no,frame_b,no,True,does taiwan have a seat in the un
227,yes,original,yes,True,is a woodchuck and a ground hog the same thing
227,yes,distractor,yes,True,is a woodchuck and a ground hog the same thing
227,yes,frame_a,yes,True,is a woodchuck and a ground hog the same thing
227,yes,frame_b,yes,True,is a woodchuck and a ground hog the same thing
228,yes,original,yes,True,is there really a how to train your dragon 3
228,yes,distractor,yes,True,is there really a how to train your dragon 3
228,yes,frame_a,yes,True,is there really a how to train your dragon 3
228,yes,frame_b,yes,True,is there really a how to train your dragon 3
229,yes,original,no,False,do jenny and nate ever date in gossip girl
229,yes,distractor,yes,True,do jenny and nate ever date in gossip girl
229,yes,frame_a,no,False,do jenny and nate ever date in gossip girl
229,yes,frame_b,no,False,do jenny and nate ever date in gossip girl
230,yes,original,yes,True,did christine and the phantom have a son
230,yes,distractor,yes,True,did christine and the phantom have a son
230,yes,frame_a,yes,True,did christine and the phantom have a son
230,yes,frame_b,yes,True,did christine and the phantom have a son
231,no,original,no,True,does 1 ball and 1 lucky star win euromillions
231,no,distractor,no,True,does 1 ball and 1 lucky star win euromillions
231,no,frame_a,no,True,does 1 ball and 1 lucky star win euromillions
231,no,frame_b,no,True,does 1 ball and 1 lucky star win euromillions
232,yes,original,yes,True,has anyone won the grand slam in golf
232,yes,distractor,yes,True,has anyone won the grand slam in golf
232,yes,frame_a,yes,True,has anyone won the grand slam in golf
232,yes,frame_b,yes,True,has anyone won the grand slam in golf
233,no,original,no,True,are there any tin mines left in cornwall
233,no,distractor,no,True,are there any tin mines left in cornwall
233,no,frame_a,no,True,are there any tin mines left in cornwall
233,no,frame_b,no,True,are there any tin mines left in cornwall
234,no,original,no,True,is there a season 3 of indian summers
234,no,distractor,no,True,is there a season 3 of indian summers
234,no,frame_a,no,True,is there a season 3 of indian summers
234,no,frame_b,no,True,is there a season 3 of indian summers
235,yes,original,yes,True,are ion-dipole stronger than hydrogen bonds
235,yes,distractor,yes,True,are ion-dipole stronger than hydrogen bonds
235,yes,frame_a,yes,True,are ion-dipole stronger than hydrogen bonds
235,yes,frame_b,yes,True,are ion-dipole stronger than hydrogen bonds
236,no,original,no,True,can a state constitution override the us constitution
236,no,distractor,no,True,can a state constitution override the us constitution
236,no,frame_a,no,True,can a state constitution override the us constitution
236,no,frame_b,no,True,can a state constitution override the us constitution
237,no,original,no,True,does season finale mean the show is over
237,no,distractor,no,True,does season finale mean the show is over
237,no,frame_a,no,True,does season finale mean the show is over
237,no,frame_b,no,True,does season finale mean the show is over
238,yes,original,yes,True,is the international journal of nursing studies peer reviewed
238,yes,distractor,yes,True,is the international journal of nursing studies peer reviewed
238,yes,frame_a,yes,True,is the international journal of nursing studies peer reviewed
238,yes,frame_b,yes,True,is the international journal of nursing studies peer reviewed
239,yes,original,yes,True,have the washington capitals ever been in a stanley cup
239,yes,distractor,yes,True,have the washington capitals ever been in a stanley cup
239,yes,frame_a,yes,True,have the washington capitals ever been in a stanley cup
239,yes,frame_b,yes,True,have the washington capitals ever been in a stanley cup
240,yes,original,no,False,is red stripe light sold in the us
240,yes,distractor,no,False,is red stripe light sold in the us
240,yes,frame_a,no,False,is red stripe light sold in the us
240,yes,frame_b,no,False,is red stripe light sold in the us
241,yes,original,yes,True,did estonia used to be part of russia
241,yes,distractor,yes,True,did estonia used to be part of russia
241,yes,frame_a,yes,True,did estonia used to be part of russia
241,yes,frame_b,yes,True,did estonia used to be part of russia
242,yes,original,yes,True,can law of sines be used on any triangle
242,yes,distractor,yes,True,can law of sines be used on any triangle
242,yes,frame_a,yes,True,can law of sines be used on any triangle
242,yes,frame_b,yes,True,can law of sines be used on any triangle
243,yes,original,yes,True,can you use .224 bullets in a .223
243,yes,distractor,yes,True,can you use .224 bullets in a .223
243,yes,frame_a,yes,True,can you use .224 bullets in a .223
243,yes,frame_b,yes,True,can you use .224 bullets in a .223
244,no,original,no,True,is the new god of war 2 players
244,no,distractor,no,True,is the new god of war 2 players
244,no,frame_a,no,True,is the new god of war 2 players
244,no,frame_b,no,True,is the new god of war 2 players
245,yes,original,yes,True,does dark brown sugar have molasses in it
245,yes,distractor,yes,True,does dark brown sugar have molasses in it
245,yes,frame_a,yes,True,does dark brown sugar have molasses in it
245,yes,frame_b,yes,True,does dark brown sugar have molasses in it
246,yes,original,yes,True,does derek shepard die in grey's anatomy
246,yes,distractor,yes,True,does derek shepard die in grey's anatomy
246,yes,frame_a,yes,True,does derek shepard die in grey's anatomy
246,yes,frame_b,yes,True,does derek shepard die in grey's anatomy
247,yes,original,yes,True,can you die from hot dog eating contest
247,yes,distractor,yes,True,can you die from hot dog eating contest
247,yes,frame_a,yes,True,can you die from hot dog eating contest
247,yes,frame_b,yes,True,can you die from hot dog eating contest
248,yes,original,yes,True,can someone die from a bullet shot in the air
248,yes,distractor,yes,True,can someone die from a bullet shot in the air
248,yes,frame_a,yes,True,can someone die from a bullet shot in the air
248,yes,frame_b,yes,True,can someone die from a bullet shot in the air
249,no,original,no,True,is the young and the restless going off the air
249,no,distractor,no,True,is the young and the restless going off the air
249,no,frame_a,no,True,is the young and the restless going off the air
249,no,frame_b,no,True,is the young and the restless going off the air
250,no,original,no,True,does damon and elena get together in season 3
250,no,distractor,no,True,does damon and elena get together in season 3
250,no,frame_a,no,True,does damon and elena get together in season 3
250,no,frame_b,no,True,does damon and elena get together in season 3
251,yes,original,yes,True,does the british monarchy have any power in canada
251,yes,distractor,yes,True,does the british monarchy have any power in canada
251,yes,frame_a,yes,True,does the british monarchy have any power in canada
251,yes,frame_b,yes,True,does the british monarchy have any power in canada
252,yes,original,yes,True,can the speaker of the house be removed
252,yes,distractor,yes,True,can the speaker of the house be removed
252,yes,frame_a,yes,True,can the speaker of the house be removed
252,yes,frame_b,yes,True,can the speaker of the house be removed
253,yes,original,no,False,is talc and talcum powder the same thing
253,yes,distractor,yes,True,is talc and talcum powder the same thing
253,yes,frame_a,no,False,is talc and talcum powder the same thing
253,yes,frame_b,no,False,is talc and talcum powder the same thing
254,no,original,no,True,is the open door policy still used today
254,no,distractor,no,True,is the open door policy still used today
254,no,frame_a,yes,False,is the open door policy still used today
254,no,frame_b,no,True,is the open door policy still used today
255,yes,original,yes,True,is there an orange county in new york
255,yes,distractor,yes,True,is there an orange county in new york
255,yes,frame_a,yes,True,is there an orange county in new york
255,yes,frame_b,yes,True,is there an orange county in new york
