id,environment,text,entity,semantic_feature,shortcut_feature,label,shortcut_aligned,rule_label,shortcut_label,split,prediction,correct,failure_type
reversal_0252,E_reversal,The red plock is observed.,plock,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0253,E_reversal,The blue koba is observed.,koba,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0254,E_reversal,The blue koba is observed.,koba,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0255,E_reversal,The blue vire is observed.,vire,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0256,E_reversal,The red zav is observed.,zav,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0257,E_reversal,The blue vire is observed.,vire,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0258,E_reversal,The blue palk is observed.,palk,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0259,E_reversal,The blue glim is observed.,glim,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0261,E_reversal,The blue glim is observed.,glim,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0262,E_reversal,The blue norn is observed.,norn,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0263,E_reversal,The blue vire is observed.,vire,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0264,E_reversal,The red rindle is observed.,rindle,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0265,E_reversal,The blue koba is observed.,koba,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0266,E_reversal,The red mev is observed.,mev,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0267,E_reversal,The blue glim is observed.,glim,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0268,E_reversal,The blue glim is observed.,glim,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0269,E_reversal,The red zav is observed.,zav,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0270,E_reversal,The red plock is observed.,plock,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0272,E_reversal,The blue norn is observed.,norn,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0273,E_reversal,The red zav is observed.,zav,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0274,E_reversal,The blue palk is observed.,palk,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0275,E_reversal,The red mev is observed.,mev,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0276,E_reversal,The blue palk is observed.,palk,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0277,E_reversal,The red mev is observed.,mev,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0279,E_reversal,The red mev is observed.,mev,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0280,E_reversal,The blue koba is observed.,koba,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0281,E_reversal,The blue norn is observed.,norn,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0283,E_reversal,The red plock is observed.,plock,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0284,E_reversal,The blue norn is observed.,norn,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0285,E_reversal,The red plock is observed.,plock,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0286,E_reversal,The blue glim is observed.,glim,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0287,E_reversal,The red rindle is observed.,rindle,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0288,E_reversal,The red zav is observed.,zav,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0289,E_reversal,The red rindle is observed.,rindle,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0290,E_reversal,The blue palk is observed.,palk,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0291,E_reversal,The blue koba is observed.,koba,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0293,E_reversal,The red drosh is observed.,drosh,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0294,E_reversal,The red zav is observed.,zav,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0296,E_reversal,The blue norn is observed.,norn,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0297,E_reversal,The blue glim is observed.,glim,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0298,E_reversal,The blue norn is observed.,norn,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0299,E_reversal,The red mev is observed.,mev,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0300,E_reversal,The blue norn is observed.,norn,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0301,E_reversal,The blue palk is observed.,palk,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0302,E_reversal,The red plock is observed.,plock,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0303,E_reversal,The red zav is observed.,zav,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0304,E_reversal,The red mev is observed.,mev,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0305,E_reversal,The red mev is observed.,mev,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0306,E_reversal,The red plock is observed.,plock,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0307,E_reversal,The red zav is observed.,zav,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0308,E_reversal,The red zav is observed.,zav,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0309,E_reversal,The red drosh is observed.,drosh,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0310,E_reversal,The blue palk is observed.,palk,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0311,E_reversal,The red mev is observed.,mev,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0312,E_reversal,The red zav is observed.,zav,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0313,E_reversal,The red plock is observed.,plock,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0314,E_reversal,The blue glim is observed.,glim,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0316,E_reversal,The red mev is observed.,mev,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0317,E_reversal,The red mev is observed.,mev,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0318,E_reversal,The blue vire is observed.,vire,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0319,E_reversal,The blue vire is observed.,vire,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0320,E_reversal,The blue norn is observed.,norn,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0321,E_reversal,The red rindle is observed.,rindle,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0322,E_reversal,The red rindle is observed.,rindle,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0323,E_reversal,The red mev is observed.,mev,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0324,E_reversal,The blue vire is observed.,vire,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0326,E_reversal,The blue palk is observed.,palk,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0327,E_reversal,The blue palk is observed.,palk,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0328,E_reversal,The blue glim is observed.,glim,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0329,E_reversal,The blue vire is observed.,vire,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0330,E_reversal,The blue koba is observed.,koba,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0331,E_reversal,The red plock is observed.,plock,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0332,E_reversal,The red rindle is observed.,rindle,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0333,E_reversal,The red drosh is observed.,drosh,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0334,E_reversal,The red zav is observed.,zav,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0335,E_reversal,The red plock is observed.,plock,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0336,E_reversal,The blue vire is observed.,vire,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0337,E_reversal,The blue norn is observed.,norn,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0338,E_reversal,The blue glim is observed.,glim,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0340,E_reversal,The red mev is observed.,mev,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0341,E_reversal,The red plock is observed.,plock,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0342,E_reversal,The blue vire is observed.,vire,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0343,E_reversal,The blue vire is observed.,vire,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0344,E_reversal,The blue norn is observed.,norn,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0345,E_reversal,The blue norn is observed.,norn,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0346,E_reversal,The red mev is observed.,mev,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0347,E_reversal,The blue norn is observed.,norn,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0349,E_reversal,The blue palk is observed.,palk,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0351,E_reversal,The blue glim is observed.,glim,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0353,E_reversal,The blue glim is observed.,glim,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0354,E_reversal,The blue vire is observed.,vire,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0355,E_reversal,The red mev is observed.,mev,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0356,E_reversal,The red drosh is observed.,drosh,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0357,E_reversal,The red rindle is observed.,rindle,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0358,E_reversal,The blue palk is observed.,palk,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0359,E_reversal,The red drosh is observed.,drosh,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0361,E_reversal,The blue vire is observed.,vire,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0362,E_reversal,The red plock is observed.,plock,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0364,E_reversal,The blue palk is observed.,palk,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0365,E_reversal,The red drosh is observed.,drosh,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0366,E_reversal,The blue glim is observed.,glim,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0367,E_reversal,The red zav is observed.,zav,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0368,E_reversal,The blue palk is observed.,palk,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0369,E_reversal,The blue koba is observed.,koba,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0370,E_reversal,The blue palk is observed.,palk,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0371,E_reversal,The red zav is observed.,zav,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0372,E_reversal,The red drosh is observed.,drosh,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0373,E_reversal,The blue koba is observed.,koba,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0374,E_reversal,The blue norn is observed.,norn,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0375,E_reversal,The blue palk is observed.,palk,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0376,E_reversal,The red plock is observed.,plock,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0377,E_reversal,The blue vire is observed.,vire,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0378,E_reversal,The blue norn is observed.,norn,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0379,E_reversal,The blue glim is observed.,glim,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0380,E_reversal,The blue norn is observed.,norn,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0381,E_reversal,The red mev is observed.,mev,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0382,E_reversal,The blue palk is observed.,palk,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0383,E_reversal,The blue norn is observed.,norn,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0384,E_reversal,The red zav is observed.,zav,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0385,E_reversal,The red plock is observed.,plock,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0386,E_reversal,The blue palk is observed.,palk,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0387,E_reversal,The red drosh is observed.,drosh,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0388,E_reversal,The red plock is observed.,plock,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0389,E_reversal,The blue palk is observed.,palk,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0391,E_reversal,The blue glim is observed.,glim,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0392,E_reversal,The blue palk is observed.,palk,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0393,E_reversal,The blue palk is observed.,palk,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0395,E_reversal,The red rindle is observed.,rindle,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0396,E_reversal,The blue koba is observed.,koba,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0397,E_reversal,The blue glim is observed.,glim,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0398,E_reversal,The red rindle is observed.,rindle,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0399,E_reversal,The red plock is observed.,plock,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0400,E_reversal,The red plock is observed.,plock,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0401,E_reversal,The blue glim is observed.,glim,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0402,E_reversal,The red drosh is observed.,drosh,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0403,E_reversal,The blue palk is observed.,palk,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0404,E_reversal,The red plock is observed.,plock,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0405,E_reversal,The red zav is observed.,zav,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0406,E_reversal,The red plock is observed.,plock,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0407,E_reversal,The blue norn is observed.,norn,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0408,E_reversal,The blue norn is observed.,norn,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0409,E_reversal,The red rindle is observed.,rindle,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0410,E_reversal,The blue glim is observed.,glim,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0411,E_reversal,The red mev is observed.,mev,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0412,E_reversal,The red mev is observed.,mev,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0413,E_reversal,The red rindle is observed.,rindle,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0414,E_reversal,The blue koba is observed.,koba,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0415,E_reversal,The blue palk is observed.,palk,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0416,E_reversal,The blue palk is observed.,palk,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0417,E_reversal,The blue koba is observed.,koba,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0418,E_reversal,The red rindle is observed.,rindle,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0419,E_reversal,The blue norn is observed.,norn,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0420,E_reversal,The blue glim is observed.,glim,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0421,E_reversal,The blue norn is observed.,norn,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0422,E_reversal,The red plock is observed.,plock,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0423,E_reversal,The blue palk is observed.,palk,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0424,E_reversal,The blue glim is observed.,glim,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0425,E_reversal,The red drosh is observed.,drosh,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0426,E_reversal,The blue vire is observed.,vire,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0427,E_reversal,The blue norn is observed.,norn,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0428,E_reversal,The red drosh is observed.,drosh,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0429,E_reversal,The red zav is observed.,zav,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0430,E_reversal,The red rindle is observed.,rindle,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0431,E_reversal,The red rindle is observed.,rindle,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0433,E_reversal,The blue glim is observed.,glim,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0434,E_reversal,The red rindle is observed.,rindle,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0435,E_reversal,The blue koba is observed.,koba,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0436,E_reversal,The red mev is observed.,mev,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0437,E_reversal,The blue glim is observed.,glim,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0438,E_reversal,The blue vire is observed.,vire,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0439,E_reversal,The blue vire is observed.,vire,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0440,E_reversal,The red zav is observed.,zav,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0441,E_reversal,The blue norn is observed.,norn,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0442,E_reversal,The blue norn is observed.,norn,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0443,E_reversal,The blue glim is observed.,glim,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0444,E_reversal,The red zav is observed.,zav,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0448,E_reversal,The blue vire is observed.,vire,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0449,E_reversal,The blue norn is observed.,norn,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0450,E_reversal,The red drosh is observed.,drosh,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0451,E_reversal,The red rindle is observed.,rindle,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0452,E_reversal,The red drosh is observed.,drosh,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0453,E_reversal,The blue glim is observed.,glim,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0454,E_reversal,The blue norn is observed.,norn,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0456,E_reversal,The blue norn is observed.,norn,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0457,E_reversal,The blue koba is observed.,koba,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0458,E_reversal,The blue koba is observed.,koba,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0459,E_reversal,The red rindle is observed.,rindle,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0460,E_reversal,The blue vire is observed.,vire,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0461,E_reversal,The red mev is observed.,mev,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0462,E_reversal,The blue koba is observed.,koba,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0463,E_reversal,The red plock is observed.,plock,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0464,E_reversal,The blue vire is observed.,vire,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0465,E_reversal,The red mev is observed.,mev,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0466,E_reversal,The blue glim is observed.,glim,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0467,E_reversal,The blue koba is observed.,koba,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0468,E_reversal,The red zav is observed.,zav,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0469,E_reversal,The red rindle is observed.,rindle,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0470,E_reversal,The blue palk is observed.,palk,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0472,E_reversal,The blue glim is observed.,glim,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0473,E_reversal,The red drosh is observed.,drosh,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0474,E_reversal,The red zav is observed.,zav,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0475,E_reversal,The red drosh is observed.,drosh,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0476,E_reversal,The blue glim is observed.,glim,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0477,E_reversal,The red plock is observed.,plock,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0478,E_reversal,The red mev is observed.,mev,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0479,E_reversal,The red zav is observed.,zav,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0480,E_reversal,The blue norn is observed.,norn,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0481,E_reversal,The red zav is observed.,zav,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0482,E_reversal,The red plock is observed.,plock,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0483,E_reversal,The red mev is observed.,mev,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0484,E_reversal,The red mev is observed.,mev,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0485,E_reversal,The red mev is observed.,mev,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0486,E_reversal,The blue palk is observed.,palk,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0487,E_reversal,The blue palk is observed.,palk,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0488,E_reversal,The red zav is observed.,zav,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0489,E_reversal,The blue norn is observed.,norn,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0490,E_reversal,The blue koba is observed.,koba,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0492,E_reversal,The blue vire is observed.,vire,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0493,E_reversal,The blue vire is observed.,vire,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0494,E_reversal,The blue vire is observed.,vire,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0496,E_reversal,The red plock is observed.,plock,cannot_fly,red,no,False,no,yes,reversal_test,yes,False,shortcut_following
reversal_0497,E_reversal,The blue koba is observed.,koba,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0498,E_reversal,The blue koba is observed.,koba,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
reversal_0499,E_reversal,The blue glim is observed.,glim,can_fly,blue,yes,False,yes,no,reversal_test,no,False,shortcut_following
